cluster_id,h3_cell,lat,lon,violation_count,police_station,primary_violation,heavy_pct,repeat_pct,junction_pct,top_hours,spillover_index,persistence_index,zone_risk_index,zone_type,active_days,burst_days,petrol_pump_reduction,petrol_pump_new_risk,location_sample
665,89601458c53ffff,12.98547,77.479729,49,Kamakshipalya,WRONG PARKING,8.2,2.0,0.0,"[6, 7, 5]",1.74,0.73,2.39,SPORADIC,11,1,5,2.1,"Magadi Main Road, Byadrahalli, Bengaluru, Karnataka. Pin-560091 (India)"
851,89618920e43ffff,12.956421,77.745243,30,Whitefield,WRONG PARKING,16.7,0.0,0.0,"[7, 0, 2]",2.63,0.93,2.39,SPORADIC,14,1,3,2.1,"Varthur Main Road, Brigade Harmony, Whitefield, Bengaluru, Karnataka. Pin-560066"
1090,8961892e2cbffff,13.017832,77.704773,18,K.R. Pura,NO PARKING,5.6,5.6,0.0,"[7, 21, 6]",4.78,0.53,2.39,SPORADIC,8,0,2,2.1,"TC Palya Main Road, Celesta, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)"
965,89618920b27ffff,12.955804,77.692246,23,HAL Old Airport,NO PARKING,17.4,8.7,0.0,"[5, 23, 1]",2.21,0.8,2.38,SPORADIC,12,1,2,2.09,"3rd Cross Road, Doddanekundi Circle, Marathahalli, Bengaluru, Karnataka. Pin-560"
603,8960145a177ffff,12.936606,77.517805,58,Byatarayanapura,WRONG PARKING,1.7,0.0,0.0,"[6, 7, 5]",1.65,1.4,2.38,SPORADIC,21,2,6,2.09,"Gayaka Abbur Muralidhara Road, ITI Layout, Nayandahalli, Bengaluru, Karnataka. P"
864,89618921d87ffff,12.961376,77.747807,29,Whitefield,WRONG PARKING,0.0,6.9,0.0,"[2, 23, 0]",2.97,1.53,2.38,SPORADIC,23,0,3,2.09,"Whitefield Main Road, Brigade Cosmopolis, Whitefield, Bengaluru, Karnataka. Pin-"
656,8961892f557ffff,13.026394,77.720611,50,K.R. Pura,NO PARKING,8.0,2.0,0.0,"[3, 5, 20]",0.98,1.73,2.38,SPORADIC,26,1,6,2.09,"Parvathi Nagar Main Road, Kodandaram, Medahalli, Bengaluru, Karnataka. Pin-56004"
733,89601459e37ffff,13.048927,77.497908,41,Chikkabanavara,NO PARKING,2.4,9.8,0.0,"[0, 1, 6]",1.76,0.8,2.38,SPORADIC,12,1,4,2.09,"4th Main Road, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)"
668,8961892cb53ffff,13.06673,77.594246,49,Hebbala,NO PARKING,0.0,6.1,0.0,"[0, 3, 22]",2.26,0.27,2.38,SPORADIC,4,0,5,2.09,"Bellary Road, Park View Layout, Byatarayanapura, Bengaluru, Karnataka. Pin-56009"
991,8960145b02bffff,12.997086,77.566311,22,Malleshwaram,WRONG PARKING,9.1,13.6,0.0,"[1, 5, 0]",2.58,0.6,2.37,SPORADIC,9,1,2,2.09,"4th Main Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pi"
826,8960169046fffff,13.197069,77.705798,32,Devanahalli Airport,NO PARKING,3.1,6.2,0.0,"[5, 20, 4]",2.96,0.67,2.37,SPORADIC,10,1,3,2.09,"Airport City Avenue, Bavapura, Bengaluru, Karnataka. Pin-560300 (India)"
989,8960145149bffff,12.868381,77.536165,22,Thalagattapura,WRONG PARKING,13.6,0.0,0.0,"[5, 6, 21]",3.71,1.0,2.37,SPORADIC,15,1,2,2.09,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)"
935,896014598dbffff,13.048453,77.498336,25,Chikkabanavara,NO PARKING,12.0,4.0,0.0,"[6, 0, 20]",3.11,0.73,2.37,SPORADIC,11,1,3,2.09,"Mumbai Bengaluru Highway, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)"
823,8960145b0afffff,12.987783,77.567817,32,Sheshadripuram,NO PARKING,0.0,0.0,0.0,"[3, 5, 0]",4.09,0.73,2.37,SPORADIC,11,1,3,2.09,"5th Main Road, Gowtham Nagar, Srirampuram, Bengaluru, Karnataka. Pin-560021 (Ind"
720,8961892731bffff,12.904215,77.675948,43,Bellandur,NO PARKING,2.3,0.0,0.0,"[8, 5, 6]",2.41,1.33,2.36,SPORADIC,20,1,5,2.08,"Amrutha College Road, IAS Layout, Haralur, Bengaluru, Karnataka. Pin-560035 (Ind"
692,8961892f473ffff,13.035967,77.736302,45,K.R. Pura,WRONG PARKING,6.7,0.0,0.0,"[6, 21, 0]",1.82,1.4,2.36,SPORADIC,21,1,5,2.08,"MBT Road, Avalahalli South Taluka, Bengaluru, Karnataka. Pin-560049 (India)"
1065,896014585b3ffff,12.961016,77.50891,19,Jnanabharathi,WRONG PARKING,21.1,0.0,0.0,"[6, 7, 21]",3.31,1.0,2.36,SPORADIC,15,1,2,2.08,"Mallathahalli Road, Apoorva Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pi"
785,8961892e44bffff,12.989496,77.712538,35,Mahadevapura,WRONG PARKING,5.7,2.9,0.0,"[5, 1, 6]",2.68,0.73,2.35,SPORADIC,11,1,4,2.07,"Hoodi Main Road, Godrej Air Nxt, Hoodi, Bengaluru, Karnataka. Pin-560048 (India)"
763,8961892728bffff,12.906309,77.698147,38,Bellandur,WRONG PARKING,10.5,0.0,0.0,"[5, 7, 4]",2.1,1.07,2.35,SPORADIC,16,1,4,2.07,"Sarjapura Main Road, Puja Navaratna, Doddakannelli, Bengaluru, Karnataka. Pin-56"
531,89618934a6bffff,12.818082,77.689401,70,Electronic City,WRONG PARKING,1.4,0.0,0.0,"[5, 20, 23]",1.25,0.87,2.35,SPORADIC,13,1,8,2.07,"Hosur Road, Janatha Colony, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India"
1149,89618927233ffff,12.909353,77.688114,16,Bellandur,WRONG PARKING,31.2,0.0,0.0,"[5, 3, 4]",3.02,0.47,2.34,SPORADIC,7,1,1,2.06,"Sarjapura Main Road, DSR Woodwinds, Doddakannelli, Bengaluru, Karnataka. Pin-560"
669,8961892cc47ffff,13.036652,77.623304,48,K.G. Halli,NO PARKING,10.4,4.2,0.0,"[22, 5, 3]",1.06,0.6,2.34,SPORADIC,9,1,5,2.06,"14th Main Road, Rajath Greens, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka"
844,8961892e1d3ffff,12.983513,77.679874,31,Banaswadi,PARKING OPPOSITE TO ANOTHER PARKED VEHICLE,19.4,6.5,0.0,"[22, 21, 1]",1.23,0.6,2.34,SPORADIC,9,1,3,2.06,"Mahadevapura Main Road, Jagadaapura, Kaggadasapura, Bengaluru, Karnataka. Pin-56"
730,896016966b3ffff,13.094737,77.594412,42,Yelahanka,WRONG PARKING,4.8,14.3,0.0,"[0, 2, 23]",0.6,0.8,2.34,SPORADIC,12,1,5,2.06,"Allalasandra Main Road, Yelahanka Circle, Yelahanka, Bengaluru, Karnataka. Pin-5"
1172,8960145987bffff,13.053448,77.485081,15,No Police Station,WRONG PARKING,26.7,6.7,0.0,"[6, 7, 4]",2.88,0.4,2.34,SPORADIC,6,0,1,2.06,"Mumbai Bengaluru Highway, Anchepalya Village, Bengaluru, Karnataka. Pin-560073 ("
1107,8961892e957ffff,12.990688,77.614657,17,Pulikeshinagar(F.Town),WRONG PARKING,0.0,17.6,0.0,"[6, 5, 8]",3.59,0.53,2.34,SPORADIC,8,1,2,2.06,"Wheeler Road, Shri TRA Thumboo Chetty Circle, Frazer Town, Bengaluru, Karnataka."
1161,89618925267ffff,12.971399,77.658393,15,Jeevanbheemanagar,NO PARKING,0.0,40.0,0.0,"[1, 0, 22]",0.92,0.6,2.34,SPORADIC,9,0,1,2.06,"Suranjan Das Road, BEML Circle, GM Palya, Bengaluru, Karnataka. Pin-560075 (Indi"
1137,8961892540fffff,12.927241,77.676366,16,Bellandur,NO PARKING,6.2,12.5,0.0,"[23, 7, 21]",3.8,0.53,2.33,SPORADIC,8,0,1,2.05,"Ambalipura Main Road, Bellandur Village, Bellandur, Bengaluru, Karnataka. Pin-56"
690,8961892c9b3ffff,13.029026,77.580954,46,Kodigehalli,WRONG PARKING,2.2,4.3,0.0,"[5, 23]",2.18,0.27,2.33,SPORADIC,4,0,5,2.05,"60 Feet Road, D Type Quarters, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin-560"
876,8961892c5abffff,13.018831,77.655053,28,Banaswadi,WRONG PARKING,7.1,0.0,0.0,"[1, 21, 0]",3.06,1.4,2.33,SPORADIC,21,2,3,2.05,"100 Feet Road, Gopal Reddy Layout, Banaswadi, Bengaluru, Karnataka. Pin-560043 ("
1008,896016901cfffff,13.197778,77.680057,21,Devanahalli Airport,NO PARKING,4.8,9.5,0.0,"[5, 22, 6]",3.15,1.0,2.33,SPORADIC,15,1,2,2.05,"Kempegowda International Airport Road, Yerthiganahalli, Bengaluru, Karnataka. Pi"
879,89601458463ffff,12.985436,77.526936,28,Kamakshipalya,WRONG PARKING,7.1,7.1,0.0,"[4, 6, 3]",2.13,1.4,2.33,SPORADIC,21,1,3,2.05,"Magadi Main Road, Kempaiah Estate, Kamakshipalya, Bengaluru, Karnataka. Pin-5600"
1016,8961892cb6bffff,13.071904,77.585115,21,Kodigehalli,WRONG PARKING,0.0,28.6,0.0,"[0, 4, 3]",1.59,0.27,2.33,SPORADIC,4,0,2,2.05,"4th Main Road, SSVR Fairy Bells, Rajiv Gandhi Nagar, Sahakara Nagar, Bengaluru, "
796,8960145a20fffff,12.966593,77.545151,34,Magadi Road,NO PARKING,2.9,0.0,0.0,"[6, 21, 4]",2.92,1.27,2.32,SPORADIC,19,1,4,2.04,"1st A Main Road, Binny Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-5"
1097,89601458557ffff,12.974961,77.513426,18,Jnanabharathi,WRONG PARKING,27.8,0.0,0.0,"[6, 5, 7]",2.69,0.8,2.32,SPORADIC,12,0,2,2.04,"20th Cross Road, Block 8, Malagala, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pi"
1098,89618920a83ffff,12.956064,77.729696,18,Whitefield,NO PARKING,11.1,5.6,0.0,"[19, 21, 0]",3.57,0.73,2.31,SPORADIC,11,1,2,2.03,"HAL Airport Road, Siddapura, Bengaluru, Karnataka. Pin-560066 (India)"
746,8961892185bffff,13.002015,77.757253,39,Mahadevapura,WRONG PARKING,2.6,0.0,0.0,"[2, 5, 3]",2.62,1.0,2.31,SPORADIC,15,1,4,2.03,"Whitefield Main Road, Sri Sathya Sai Gokulam, Sai Colony, Kadugodi, Bengaluru, K"
869,8961892ea27ffff,13.013925,77.626935,29,Banaswadi,NO PARKING,0.0,17.2,0.0,"[22, 21, 8]",1.39,1.2,2.31,SPORADIC,18,2,3,2.03,"Sri Vinayaka Temple Main Road, Sait Palya, Lingarajapuram, Bengaluru, Karnataka."
998,89618926b57ffff,12.85549,77.588739,21,Hulimavu,NO PARKING,14.3,4.8,0.0,"[4, 1, 6]",2.65,1.0,2.3,SPORADIC,15,2,2,2.02,"Bannerghatta Main Road, Anjanapura Upavalaya, Gottigere, Bengaluru, Karnataka. P"
827,89618920aa3ffff,12.955727,77.720612,32,Whitefield,WRONG PARKING,6.2,3.1,0.0,"[0, 21, 22]",2.34,1.07,2.3,SPORADIC,16,1,3,2.02,"Sri Tirumalaraya Swamy Temple Road, Thubarahalli, Bengaluru, Karnataka. Pin-5600"
809,8960145b237ffff,13.011899,77.569046,34,Malleshwaram,WRONG PARKING,2.9,11.8,0.0,"[22, 21, 3]",1.31,1.07,2.3,SPORADIC,16,1,4,2.02,"Siddavanahalli Krishna Sharma Road, Sri Maramma Temple Circle, Indian Institute "
922,8961892ebabffff,13.003442,77.612246,26,Pulikeshinagar(F.Town),WRONG PARKING,3.8,3.8,0.0,"[6, 4, 5]",3.47,0.53,2.3,SPORADIC,8,0,3,2.02,"Tannery Road, Basappa Line, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India"
956,89618924e8bffff,12.892541,77.598654,23,J.P. Nagar,NO PARKING,4.3,0.0,0.0,"[1, 4, 23]",3.97,1.07,2.3,SPORADIC,16,1,2,2.02,"Bannerghatta Main Road, RMZ Futura, Arakere, Bengaluru, Karnataka. Pin-560076 (I"
968,89601690143ffff,13.202492,77.678398,23,Devanahalli Airport,NO PARKING,8.7,8.7,0.0,"[5, 4, 23]",2.82,0.33,2.29,SPORADIC,5,0,2,2.02,"Unnamed Road, Shreela Airview Enclave, Yerthiganahalli, Bengaluru, Karnataka. Pi"
682,8961892e87bffff,13.001899,77.632272,47,Banaswadi,NO PARKING,2.1,0.0,0.0,"[5, 6, 3]",2.14,0.73,2.29,SPORADIC,11,1,5,2.02,"Banaswadi Main Road, Maruthi Sevanagar, Bengaluru, Karnataka. Pin-560033 (India)"
947,89601697477ffff,13.140108,77.617743,24,Chikkajala,NO PARKING,20.8,0.0,0.0,"[19, 2, 9]",2.22,0.87,2.29,SPORADIC,13,1,2,2.02,"Bengaluru Bellary Road, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (Ind"
779,89601459443ffff,13.038303,77.566017,36,Kodigehalli,NO PARKING,2.8,2.8,0.0,"[5, 6, 2]",2.17,1.2,2.29,SPORADIC,18,2,4,2.02,"5th Main Road, Devasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560054 (India)"
942,89618924207ffff,12.909674,77.632489,25,HSR Layout,NO PARKING,12.0,8.0,0.0,"[20, 21, 22]",1.96,0.8,2.29,SPORADIC,12,0,3,2.02,"4th Main Road, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
886,8961892c503ffff,13.022983,77.658111,28,Hennuru,NO PARKING,10.7,3.6,0.0,"[21, 22, 8]",2.24,0.93,2.29,SPORADIC,14,1,3,2.02,"Horamavu Main Road, Amar Regency Layout, Horamavu, Bengaluru, Karnataka. Pin-560"
704,8961892cb97ffff,13.049945,77.592651,44,Kodigehalli,WRONG PARKING,11.4,2.3,0.0,"[21, 6, 22]",0.53,1.53,2.29,SPORADIC,23,3,5,2.02,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (I"
790,89618920e9bffff,12.94215,77.747535,35,Whitefield,WRONG PARKING,2.9,2.9,0.0,"[6, 3, 2]",2.39,1.0,2.29,SPORADIC,15,1,4,2.02,"Varthur Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru,"
1099,8960145850bffff,12.974484,77.509737,18,Jnanabharathi,NO PARKING,11.1,0.0,0.0,"[2, 6, 22]",4.22,0.73,2.29,SPORADIC,11,0,2,2.02,"Kengeri Main Road, RHBCS Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-5"
753,89601459b23ffff,13.060787,77.461243,39,No Police Station,WRONG PARKING,7.7,5.1,0.0,"[21, 23, 6]",1.33,0.93,2.29,SPORADIC,14,1,4,2.02,"Lakshmipura Main Road, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengalu"
1080,896014594c3ffff,13.031347,77.570096,18,Sadashivanagar,NO PARKING,16.7,0.0,0.0,"[3, 1, 4]",3.55,0.87,2.29,SPORADIC,13,2,2,2.02,"Padmasri CK Venkata Ramaiah Road, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 "
1009,89601459057ffff,13.049016,77.548237,21,Jalahalli,NO PARKING,4.8,9.5,0.0,"[1, 5, 0]",3.08,0.6,2.28,SPORADIC,9,0,2,2.01,"HMT Main Road, Kempe Gowda HMT Estate, Jalahalli Village, Jalahalli, Bengaluru, "
1158,8960145a333ffff,12.95341,77.520115,15,Byatarayanapura,NO PARKING,6.7,20.0,0.0,"[2, 18, 1]",2.58,0.53,2.28,SPORADIC,8,1,1,2.01,"4th Main Road, BDA Flats, Vidyagiri Layout, Chandra Layout Stage 1, Bengaluru, K"
866,89618921d4bffff,12.98045,77.751606,29,Whitefield,NO PARKING,0.0,3.4,0.0,"[2, 20, 5]",3.04,1.13,2.28,SPORADIC,17,0,3,2.01,"1st Main Road, Happy Valley, Whitefield, Bengaluru, Karnataka. Pin-560066 (India"
1167,8961892aba3ffff,13.053085,77.761637,15,K.R. Pura,PARKING IN A MAIN ROAD,40.0,0.0,0.0,"[7, 0, 5]",1.66,0.87,2.27,SPORADIC,13,1,1,2.0,"Whitefield - Hoskote Road, Katamnaluru, Kattamanallur, Bangalore East, Bengaluru"
1045,896189242b3ffff,12.900854,77.633069,20,HSR Layout,WRONG PARKING,15.0,0.0,0.0,"[5, 0, 4]",3.37,0.67,2.27,SPORADIC,10,1,2,2.0,"Hosur Road, Garvebavipalya Junction, Bommanahalli, Bengaluru, Karnataka. Pin-560"
937,89618925c57ffff,12.931312,77.623204,25,Adugodi,WRONG PARKING,0.0,20.0,0.0,"[2, 1, 23]",1.6,0.6,2.27,SPORADIC,9,1,3,2.0,"Domlur Inner Ring Road, BDA Junction, Koramangala, Bengaluru, Karnataka. Pin-560"
980,8961892ea37ffff,13.012896,77.626669,22,Banaswadi,NO PARKING,4.5,27.3,0.0,"[21, 22]",0.67,0.47,2.27,SPORADIC,7,0,2,2.0,"Sri Vinayaka Temple Main Road, Sait Palya, Lingarajapuram, Bengaluru, Karnataka."
988,8960145a6a3ffff,12.9416,77.560703,22,Basavanagudi,WRONG PARKING,0.0,13.6,0.0,"[22, 2, 5]",2.93,0.4,2.27,SPORADIC,6,1,2,2.0,"50 Feet Main Road, Hanumantha Nagar, Bengaluru, Karnataka. Pin-560004 (India)"
781,8961892cb17ffff,13.058315,77.587474,36,Kodigehalli,WRONG PARKING,2.8,2.8,0.0,"[6, 5, 7]",2.39,0.73,2.27,SPORADIC,11,1,4,2.0,"15th Cross Road, Sterling Park, Kodigehalli, Bengaluru, Karnataka. Pin-560092 (I"
764,8960145917bffff,13.046246,77.522544,38,Jalahalli,NO PARKING,2.6,2.6,0.0,"[18, 19, 7]",1.75,1.47,2.27,SPORADIC,22,2,4,2.0,"SM Road, Sri Ayyappa Nagar, Jalahalli West, Bengaluru, Karnataka. Pin-560015 (In"
1119,896189252abffff,12.959095,77.6621,17,Jeevanbheemanagar,NO PARKING,23.5,0.0,0.0,"[1, 22, 4]",2.84,0.87,2.26,SPORADIC,13,1,2,1.99,"Old Airport Road, Konena Agrahara, Bengaluru, Karnataka. Pin-560017 (India)"
649,8960145acb3ffff,12.91705,77.500186,51,Kengeri,NO PARKING,0.0,7.8,0.0,"[5, 6, 4]",0.97,0.47,2.26,SPORADIC,7,0,6,1.99,"Global City Tech Park Road, Mylasandra Village, Mylasandara, Bengaluru, Karnatak"
950,8961892dd4bffff,13.086405,77.635087,24,Hennuru,NO PARKING,16.7,0.0,0.0,"[22, 6, 5]",2.78,0.4,2.26,SPORADIC,6,1,2,1.99,"Thanisandra Main Road, Orchid Piccadilly, Chokkanahalli, Bengaluru, Karnataka. P"
969,896189209cfffff,12.936333,77.705211,23,HAL Old Airport,WRONG PARKING,8.7,4.3,0.0,"[4, 23, 6]",2.75,0.93,2.26,SPORADIC,14,1,2,1.99,"Panathur Main Road, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (I"
957,8961892cc9bffff,13.025404,77.627736,23,K.G. Halli,NO PARKING,8.7,0.0,0.0,"[6, 20, 8]",3.6,0.6,2.26,SPORADIC,9,1,2,1.99,"80 Feet Road, Brindavan Nagar, HBR Layout, Bengaluru, Karnataka. Pin-560043 (Ind"
803,89618924653ffff,12.901006,77.660128,34,Bellandur,WRONG PARKING,5.9,2.9,0.0,"[5, 6, 8]",1.97,0.87,2.25,SPORADIC,13,1,4,1.98,"Haralur Road, Madduramma Junction, Ambalipura, Bengaluru, Karnataka. Pin-560102 "
834,89618921d8fffff,12.965535,77.749017,31,Whitefield,PARKING IN A MAIN ROAD,0.0,3.2,0.0,"[2, 1, 0]",2.69,1.07,2.25,SPORADIC,16,0,3,1.98,"Whitefield Main Road, Sobha Rose Apartment, Whitefield, Bengaluru, Karnataka. Pi"
871,89601459527ffff,13.021123,77.528462,29,Yeshwanthpura,WRONG PARKING,20.7,3.4,0.0,"[0, 4, 1]",0.69,1.27,2.25,SPORADIC,19,1,3,1.98,"100 Feet Road, Kanteerava Studio Circle, Bengaluru, Karnataka. Pin-560096 (India"
797,8960145a46bffff,12.938017,77.557094,34,Basavanagudi,WRONG PARKING,0.0,2.9,0.0,"[5, 6, 4]",2.71,0.6,2.24,SPORADIC,9,0,4,1.97,"10th Main Road, Sri Srinivasa Nagar Circle, Banashankari Stage 1, Bengaluru, Kar"
878,89618921d1bffff,12.970522,77.75004,28,Whitefield,PARKING IN A MAIN ROAD,0.0,0.0,0.0,"[5, 2, 1]",3.48,0.93,2.24,SPORADIC,14,1,3,1.97,"Whitefield Main Road, HBK Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 ("
694,8961892e213ffff,13.012778,77.699198,45,K.R. Pura,NO PARKING,4.4,0.0,0.0,"[6, 11, 4]",1.47,1.07,2.24,SPORADIC,16,1,5,1.97,"MBT Road, KR Puram Extension, Bengaluru, Karnataka. Pin-560036 (India)"
824,8961892ecabffff,12.974557,77.645919,32,Jeevanbheemanagar,NO PARKING,0.0,9.4,0.0,"[0, 22, 5]",1.87,0.73,2.23,SPORADIC,11,0,3,1.96,"7th Main Road, Old Thippasandra, Indiranagar, Bengaluru, Karnataka. Pin-560008 ("
743,89601459eb3ffff,13.045375,77.505961,39,Peenya,WRONG PARKING,5.1,0.0,0.0,"[0, 6, 1]",1.37,1.67,2.23,SPORADIC,25,1,4,1.96,"Nelagadaranahalli Main Road, Nelakadirena Halli, T Dasarahalli, Bengaluru, Karna"
1077,89618925e1bffff,12.949217,77.627048,19,Ashok Nagar,WRONG PARKING,21.1,0.0,0.0,"[22, 0, 7]",2.99,0.2,2.23,SPORADIC,3,0,2,1.96,"Ejipura Main Road, Dr BR Ambedkar Nagar, Viveka Nagar, Bengaluru, Karnataka. Pin"
822,8961892c517ffff,13.020763,77.656883,32,Hennuru,WRONG PARKING,6.2,0.0,0.0,"[22, 1, 21]",2.15,1.27,2.23,SPORADIC,19,1,3,1.96,"2nd Main Road, VV Pearl, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-56"
893,896016900d7ffff,13.199379,77.702887,27,Devanahalli Airport,NO PARKING,0.0,3.7,0.0,"[5, 23, 3]",3.08,0.73,2.22,SPORADIC,11,0,3,1.95,"Cargo Road, Arisinakunte, Bengaluru, Karnataka. Pin-560300 (India)"
1040,8961892e4b7ffff,12.966879,77.702351,20,HAL Old Airport,NO PARKING,20.0,5.0,0.0,"[3, 0, 2]",1.69,1.0,2.22,SPORADIC,15,1,2,1.95,"Outer Ring Road, Dr APJ Abdul Kalam Enclave, Marathahalli, Bengaluru, Karnataka."
948,896014595c3ffff,13.023886,77.548847,24,Yeshwanthpura,NO PARKING,8.3,0.0,0.0,"[4, 21, 20]",2.92,1.0,2.22,SPORADIC,15,1,2,1.95,"Tumkur Road, Nalwadi Krishnaraja Wadiyar Ward, Bengaluru West City Corporation, "
1123,8960145b01bffff,12.993941,77.577315,17,Sheshadripuram,NO PARKING,5.9,11.8,0.0,"[22, 5, 3]",2.78,0.8,2.22,SPORADIC,12,1,2,1.95,"J Lingaiah Road, Renaissance Crags, Chakrawarti Iyengar Layout, Seshadripuram, B"
719,8961892dda3ffff,13.068801,77.625933,43,Hennuru,NO PARKING,0.0,4.7,0.0,"[8, 4, 7]",1.58,0.67,2.22,SPORADIC,10,1,5,1.95,"80 Feet Road, Corona Apartments, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 ("
791,8961892cb67ffff,13.067604,77.58047,35,Kodigehalli,WRONG PARKING,5.7,0.0,0.0,"[6, 1, 8]",2.32,0.53,2.22,SPORADIC,8,0,4,1.95,"Sri Patelamma Temple Road, Rajiv Gandhi Nagar, Sahakara Nagar, Bengaluru, Karnat"
868,89618925e77ffff,12.952729,77.619482,29,Ashok Nagar,NO PARKING,0.0,3.4,0.0,"[0, 22, 4]",3.07,0.47,2.22,SPORADIC,7,0,3,1.95,"1st Main Road, Andhra Colony, Viveka Nagar, Bengaluru, Karnataka. Pin-560047 (In"
783,89618925c1bffff,12.927167,77.620988,36,Madiwala,WRONG PARKING,8.3,0.0,0.0,"[0, 1, 7]",1.23,1.6,2.21,SPORADIC,24,2,4,1.94,"1st Cross Road, Koramangala Water Tank Junction, Koramangala, Bengaluru, Karnata"
784,896189242d7ffff,12.908611,77.644429,36,HSR Layout,NO PARKING,0.0,5.6,0.0,"[4, 6, 7]",2.14,0.33,2.21,SPORADIC,5,0,4,1.94,"20th Main Road, Sector 2, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
710,896016960c3ffff,13.098311,77.5846,44,Yelahanka,WRONG PARKING,0.0,0.0,0.0,"[5, 6, 23]",2.14,0.47,2.21,SPORADIC,7,0,5,1.94,"1st A Main Road, Sector B, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 "
658,89618924cc7ffff,12.872986,77.594245,50,Hulimavu,WRONG PARKING,2.0,0.0,0.0,"[20, 21, 23]",1.38,0.73,2.21,SPORADIC,11,1,6,1.94,"Bannerghatta Main Road, Prestige Notting Hill, Kalena Agrahara, Bengaluru, Karna"
908,89618924277ffff,12.915342,77.632302,26,HSR Layout,NO PARKING,15.4,7.7,0.0,"[6, 5, 4]",1.18,0.47,2.2,SPORADIC,7,0,3,1.94,"5th Main Road, Sector 6, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
742,89601458367ffff,13.014128,77.491694,40,Kamakshipalya,WRONG PARKING,10.0,2.5,0.0,"[21, 5, 6]",1.0,0.53,2.2,SPORADIC,8,0,4,1.94,"Thigalarapalya Main Road, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (Ind"
830,8961892c357ffff,13.064011,77.650873,32,Hennuru,WRONG PARKING,0.0,0.0,0.0,"[6, 7, 22]",3.08,0.53,2.2,SPORADIC,8,1,3,1.94,"Hennur Main Road, Ezzy Corinth, Sangam Enclave, Kothnur Narayanapura, Bengaluru,"
825,8961892e40bffff,12.981046,77.708992,32,Mahadevapura,WRONG PARKING,6.2,0.0,0.0,"[5, 22, 23]",2.5,0.47,2.2,SPORADIC,7,0,3,1.94,"4th Cross Road, The Premier Aratt, Visveshwaraiah Industrial Estate, Bengaluru, "
856,89601696023ffff,13.09794,77.567182,30,Yelahanka,NO PARKING,6.7,0.0,0.0,"[23, 22, 21]",2.41,0.73,2.19,SPORADIC,11,1,3,1.93,"Yelahanka Road, KEB Quarters, Stage 4, Yelahanka New Town, Bengaluru, Karnataka."
1128,8961892531bffff,12.956413,77.648767,17,Jeevanbheemanagar,NO PARKING,5.9,17.6,0.0,"[3, 21, 0]",2.08,0.4,2.19,SPORADIC,6,0,2,1.93,"Rustam Bagh Main Road, PR Layout, Rustam Bagh, Bengaluru, Karnataka. Pin-560017 "
1160,8961892e6a7ffff,12.992892,77.706033,15,Mahadevapura,WRONG PARKING,13.3,13.3,0.0,"[2, 21, 0]",2.26,0.47,2.19,SPORADIC,7,1,1,1.93,"Whitefield Road, Bhoruka Tech Park, Mahadevapura Industrial Area, Mahadevapura, "
828,8961892490fffff,12.883303,77.548886,32,Thalagattapura,NO PARKING,3.1,9.4,0.0,"[4, 5, 6]",1.13,0.87,2.18,SPORADIC,13,0,3,1.92,"Anjanapura Main Road, Nadaprabhu Kempegowda Circle, Raghuvanahalli, Bengaluru, K"
915,8961892586bffff,12.951175,77.598414,26,Wilson Garden,WRONG PARKING,15.4,3.8,0.0,"[5, 4, 1]",1.5,0.53,2.18,SPORADIC,8,1,3,1.92,"BTS Bus Depot Road, PWD Quarters, NGO Colony, Wilson Garden, Bengaluru, Karnatak"
