vehicle_number,vehicle_type,offense_count,primary_violation,police_stations,first_offense,last_offense,fine_tier,illustrative_fine,is_watchlist_30d
FKN00GL59581,CAR,3,WRONG PARKING,"Vijayanagara, Rajajinagar",2024-02-18,2024-04-06,HIGH,1500,0
FKN00GL59583,SCOOTER,3,WRONG PARKING,Vijayanagara,2024-02-17,2024-02-18,HIGH,1500,1
FKN00GL59631,SCOOTER,3,NO PARKING,"Upparpet, Rajajinagar",2023-12-12,2024-02-18,HIGH,1500,0
FKN00GL59139,PASSENGER AUTO,3,PARKING IN A MAIN ROAD,Madiwala,2023-11-18,2024-02-24,HIGH,1500,0
FKN00GL59188,MAXI-CAB,3,NO PARKING,"Hulimavu, High ground, Wilson Garden",2024-01-23,2024-03-10,HIGH,1500,0
FKN00GL59194,MOTOR CYCLE,3,WRONG PARKING,Electronic City,2023-11-26,2024-02-24,HIGH,1500,0
FKN00GL59207,SCOOTER,3,NO PARKING,Kodigehalli,2024-02-24,2024-03-01,HIGH,1500,1
FKN00GL59224,CAR,3,NO PARKING,Malleshwaram,2024-02-17,2024-02-17,HIGH,1500,1
FKN00GL5923,MOTOR CYCLE,3,NO PARKING,Vijayanagara,2024-01-02,2024-01-29,HIGH,1500,1
FKN00GL59287,PASSENGER AUTO,3,NO PARKING,"Chamarajpet, Mahadevapura, Upparpet",2024-01-05,2024-04-07,HIGH,1500,0
FKN00GL59338,CAR,3,WRONG PARKING,"Chikkajala, Devanahalli Airport",2023-11-27,2024-03-19,HIGH,1500,0
FKN00GL58906,CAR,3,WRONG PARKING,"Vijayanagara, Malleshwaram",2023-11-25,2024-02-24,HIGH,1500,0
FKN00GL58926,SCOOTER,3,WRONG PARKING,Shivajinagar,2024-02-24,2024-03-02,HIGH,1500,1
FKN00GL135093,MOTOR CYCLE,3,NO PARKING,Upparpet,2023-11-14,2024-01-14,HIGH,1500,0
FKN00GL135100,SCOOTER,3,NO PARKING,Ashok Nagar,2023-11-16,2024-01-10,HIGH,1500,0
FKN00GL59877,MOTOR CYCLE,3,NO PARKING,K.R. Pura,2023-12-30,2024-04-05,HIGH,1500,0
FKN00GL59374,LGV,3,WRONG PARKING,"Upparpet, City Market",2024-02-17,2024-04-08,HIGH,1500,0
FKN00GL134699,CAR,3,NO PARKING,Basavanagudi,2023-11-17,2023-11-17,HIGH,1500,1
FKN00GL134817,MOTOR CYCLE,3,WRONG PARKING,Vijayanagara,2023-11-17,2023-12-09,HIGH,1500,1
FKN00GL134832,CAR,3,PARKING IN A MAIN ROAD,"HAL Old Airport, Mahadevapura",2023-11-16,2023-12-28,HIGH,1500,0
FKN00GL134846,MOTOR CYCLE,3,WRONG PARKING,Vijayanagara,2023-11-17,2024-01-21,HIGH,1500,0
FKN00GL134859,CAR,3,NO PARKING,"Shivajinagar, Halasur, Chikkajala",2023-11-17,2024-01-14,HIGH,1500,0
FKN00GL134929,GOODS AUTO,3,NO PARKING,K.R. Pura,2023-11-16,2023-12-29,HIGH,1500,0
FKN00GL134936,SCOOTER,3,NO PARKING,"Magadi Road, Vijayanagara",2023-11-16,2024-01-30,HIGH,1500,0
FKN00GL134261,TANKER,3,PARKING IN A MAIN ROAD,Malleshwaram,2023-11-15,2023-11-21,HIGH,1500,1
FKN00GL134272,BUS (BMTC/KSRTC),3,NO PARKING,"K.R. Pura, HAL Old Airport",2023-11-14,2024-01-02,HIGH,1500,0
FKN00GL134299,PASSENGER AUTO,3,NO PARKING,"K.R. Pura, Jeevanbheemanagar",2023-11-14,2024-03-08,HIGH,1500,0
FKN00GL59403,SCOOTER,3,PARKING IN A MAIN ROAD,Chikkajala,2024-01-02,2024-02-18,HIGH,1500,0
FKN00GL59430,CAR,3,PARKING IN A MAIN ROAD,HAL Old Airport,2024-03-18,2024-03-20,HIGH,1500,1
FKN00GL59434,PASSENGER AUTO,3,WRONG PARKING,"Shivajinagar, Halasur",2023-11-29,2024-02-18,HIGH,1500,0
FKN00GL59512,CAR,3,NO PARKING,"Vijayanagara, Malleshwaram",2023-12-31,2024-02-27,HIGH,1500,0
FKN00GL134423,SCOOTER,3,WRONG PARKING,Malleshwaram,2023-11-17,2023-12-20,HIGH,1500,0
FKN00GL134428,PASSENGER AUTO,3,WRONG PARKING,Shivajinagar,2023-11-17,2024-01-10,HIGH,1500,0
FKN00GL134549,PASSENGER AUTO,3,WRONG PARKING,Shivajinagar,2023-11-17,2023-11-19,HIGH,1500,1
FKN00GL134552,SCOOTER,3,NO PARKING,Upparpet,2023-11-17,2023-12-22,HIGH,1500,0
FKN00GL13458,CAR,3,NO PARKING,"Upparpet, HAL Old Airport, Shivajinagar",2024-01-01,2024-02-14,HIGH,1500,0
FKN00GL134584,CAR,3,WRONG PARKING,Shivajinagar,2023-11-17,2023-11-17,HIGH,1500,1
FKN00GL134605,SCOOTER,3,NO PARKING,"Shivajinagar, K.R. Pura",2023-11-17,2023-12-26,HIGH,1500,0
FKN00GL13463,PASSENGER AUTO,3,WRONG PARKING,Upparpet,2024-01-13,2024-02-13,HIGH,1500,0
FKN00GL133769,SCOOTER,3,WRONG PARKING,Upparpet,2024-03-29,2024-03-30,HIGH,1500,1
FKN00GL133803,SCOOTER,3,NO PARKING,Basavanagudi,2023-11-17,2023-11-17,HIGH,1500,1
FKN00GL133808,SCHOOL VEHICLE,3,DOUBLE PARKING,Ashok Nagar,2023-12-07,2024-01-05,HIGH,1500,1
FKN00GL59733,CAR,3,NO PARKING,Shivajinagar,2024-01-04,2024-02-27,HIGH,1500,0
FKN00GL5974,PASSENGER AUTO,3,WRONG PARKING,"City Market, Kodigehalli",2023-11-22,2024-03-28,HIGH,1500,0
FKN00GL5982,SCOOTER,3,WRONG PARKING,City Market,2024-01-17,2024-02-02,HIGH,1500,1
FKN00GL59844,MAXI-CAB,3,NO PARKING,Upparpet,2024-01-20,2024-03-11,HIGH,1500,0
FKN00GL59872,PRIVATE BUS,3,WRONG PARKING,Byatarayanapura,2023-12-19,2024-02-24,HIGH,1500,0
FKN00GL133925,SCOOTER,3,WRONG PARKING,Kodigehalli,2023-11-16,2024-01-12,HIGH,1500,0
FKN00GL133927,SCOOTER,3,WRONG PARKING,"Kodigehalli, Yelahanka",2023-11-16,2023-12-31,HIGH,1500,0
FKN00GL133929,CAR,3,NO PARKING,Upparpet,2023-11-16,2023-11-26,HIGH,1500,1
FKN00GL134118,CAR,3,WRONG PARKING,"Shivajinagar, Upparpet",2023-11-12,2024-01-14,HIGH,1500,0
FKN00GL134122,SCOOTER,3,NO PARKING,Upparpet,2023-11-12,2024-03-06,HIGH,1500,0
FKN00GL134184,CAR,3,NO PARKING,Vijayanagara,2023-11-14,2024-03-07,HIGH,1500,0
FKN00GL134202,SCOOTER,3,NO PARKING,Upparpet,2023-11-10,2023-11-23,HIGH,1500,1
FKN00GL133414,MOTOR CYCLE,3,WRONG PARKING,High ground,2023-11-14,2024-01-09,HIGH,1500,0
FKN00GL133422,MOPED,3,NO PARKING,HAL Old Airport,2023-11-15,2024-01-30,HIGH,1500,0
FKN00GL133426,SCOOTER,3,WRONG PARKING,Vijayanagara,2023-11-16,2023-12-20,HIGH,1500,0
FKN00GL59939,SCOOTER,3,WRONG PARKING,"Rajajinagar, Malleshwaram, Upparpet",2023-12-05,2024-04-05,HIGH,1500,0
FKN00GL59985,SCOOTER,3,WRONG PARKING,"Malleshwaram, Rajajinagar",2024-03-10,2024-04-08,HIGH,1500,1
FKN00GL60037,SCOOTER,3,WRONG PARKING,Malleshwaram,2023-12-10,2024-02-19,HIGH,1500,0
FKN00GL6004,CAR,3,WRONG PARKING,"Upparpet, High ground",2024-02-02,2024-04-01,HIGH,1500,0
FKN00GL60099,MOTOR CYCLE,3,NO PARKING,Upparpet,2024-01-22,2024-04-06,HIGH,1500,0
FKN00GL59687,CAR,3,NO PARKING,Upparpet,2024-02-18,2024-03-05,HIGH,1500,1
FKN00GL6052,SCOOTER,3,WRONG PARKING,High ground,2024-01-29,2024-03-14,HIGH,1500,0
FKN00GL60524,GOODS AUTO,3,WRONG PARKING,"Upparpet, Halasuru Gate",2023-12-12,2024-04-06,HIGH,1500,0
FKN00GL60115,SCOOTER,3,NO PARKING,Ashok Nagar,2024-03-07,2024-03-25,HIGH,1500,1
FKN00GL60117,SCOOTER,3,NO PARKING,Ashok Nagar,2024-03-07,2024-03-27,HIGH,1500,1
FKN00GL60126,GOODS AUTO,3,WRONG PARKING,J.P. Nagar,2024-02-24,2024-02-24,HIGH,1500,1
FKN00GL60128,CAR,3,NO PARKING,"City Market, Chamarajpet",2023-12-05,2023-12-21,HIGH,1500,1
FKN00GL60144,MAXI-CAB,3,NO PARKING,"Halasur, Cubbon Park, Ashok Nagar",2023-11-17,2024-02-24,HIGH,1500,0
FKN00GL60184,CAR,3,WRONG PARKING,Shivajinagar,2024-02-25,2024-02-25,HIGH,1500,1
FKN00GL60215,CAR,3,WRONG PARKING,Rajajinagar,2024-02-12,2024-03-06,HIGH,1500,1
FKN00GL60230,CAR,3,WRONG PARKING,Malleshwaram,2024-04-05,2024-04-06,HIGH,1500,1
FKN00GL60258,CAR,3,NO PARKING,Upparpet,2023-11-18,2024-04-07,HIGH,1500,0
FKN00GL6031,CAR,3,NO PARKING,Upparpet,2023-12-21,2024-03-02,HIGH,1500,0
FKN00GL60349,MOTOR CYCLE,3,NO PARKING,Mahadevapura,2024-02-19,2024-04-07,HIGH,1500,0
FKN00GL59901,MOTOR CYCLE,3,NO PARKING,Ashok Nagar,2023-12-09,2024-03-19,HIGH,1500,0
FKN00GL5991,MOTOR CYCLE,3,WRONG PARKING,Kodigehalli,2024-03-28,2024-04-06,HIGH,1500,1
FKN00GL59915,LGV,3,PARKING IN A MAIN ROAD,"Mico Layout, Madiwala",2023-12-29,2024-04-05,HIGH,1500,0
FKN00GL60401,HGV,3,NO PARKING,Vijayanagara,2023-12-17,2024-02-24,HIGH,1500,0
FKN00GL133460,CAR,3,WRONG PARKING,Vijayanagara,2023-11-15,2023-12-23,HIGH,1500,0
FKN00GL133513,CAR,3,WRONG PARKING,Upparpet,2023-11-15,2023-12-19,HIGH,1500,0
FKN00GL133570,SCOOTER,3,WRONG PARKING,Basavanagudi,2023-11-10,2024-01-20,HIGH,1500,0
FKN00GL13360,SCOOTER,3,WRONG PARKING,HAL Old Airport,2024-01-01,2024-01-24,HIGH,1500,1
FKN00GL133680,SCOOTER,3,NO PARKING,HSR Layout,2023-11-15,2023-11-25,HIGH,1500,1
FKN00GL133710,PASSENGER AUTO,3,WRONG PARKING,"City Market, Upparpet",2023-11-16,2024-01-14,HIGH,1500,0
FKN00GL133764,CAR,3,WRONG PARKING,"Upparpet, Chikkajala",2024-01-08,2024-03-29,HIGH,1500,0
FKN00GL133085,SCOOTER,3,NO PARKING,Pulikeshinagar(F.Town),2023-11-16,2024-03-13,HIGH,1500,0
FKN00GL13309,BUS (BMTC/KSRTC),3,PARKING OTHER THAN BUS STOP,HAL Old Airport,2024-01-01,2024-02-27,HIGH,1500,0
FKN00GL60403,CAR,3,WRONG PARKING,"Vijayanagara, Kamakshipalya",2024-01-15,2024-02-24,HIGH,1500,0
FKN00GL60410,LORRY/GOODS VEHICLE,3,NO PARKING,V.V.Puram (C.Pet),2024-02-24,2024-03-05,HIGH,1500,1
FKN00GL60467,VAN,3,WRONG PARKING,Chamarajpet,2024-02-24,2024-03-02,HIGH,1500,1
FKN00GL60474,PASSENGER AUTO,3,WRONG PARKING,"Upparpet, Shivajinagar, Bellandur",2024-02-19,2024-04-06,HIGH,1500,0
FKN00GL60484,LGV,3,WRONG PARKING,Chamarajpet,2024-02-24,2024-02-24,HIGH,1500,1
FKN00GL60519,CAR,3,WRONG PARKING,Rajajinagar,2024-01-20,2024-03-02,HIGH,1500,0
FKN00GL133199,PASSENGER AUTO,3,PARKING IN A MAIN ROAD,Mico Layout,2023-11-15,2023-12-19,HIGH,1500,0
FKN00GL133200,MOTOR CYCLE,3,WRONG PARKING,Upparpet,2023-11-13,2023-12-04,HIGH,1500,1
FKN00GL133247,MOTOR CYCLE,3,WRONG PARKING,Upparpet,2023-11-16,2024-04-01,HIGH,1500,0
FKN00GL133265,MOPED,3,NO PARKING,Upparpet,2023-11-17,2023-12-12,HIGH,1500,1
FKN00GL133266,MOPED,3,NO PARKING,Upparpet,2023-11-26,2024-03-10,HIGH,1500,0
FKN00GL133345,SCOOTER,3,NO PARKING,"Malleshwaram, Rajajinagar",2023-12-08,2024-01-16,HIGH,1500,0
FKN00GL1334,SCOOTER,3,WRONG PARKING,Vijayanagara,2024-03-15,2024-03-15,HIGH,1500,1
FKN00GL133413,MOTOR CYCLE,3,WRONG PARKING,Magadi Road,2023-12-08,2023-12-30,HIGH,1500,1
FKN00GL132782,MOTOR CYCLE,3,WRONG PARKING,Shivajinagar,2023-11-16,2023-11-17,HIGH,1500,1
FKN00GL132809,CAR,3,NO PARKING,Upparpet,2023-11-09,2024-03-10,HIGH,1500,0
FKN00GL60588,LGV,3,WRONG PARKING,"Byatarayanapura, Chamarajpet",2024-01-11,2024-02-24,HIGH,1500,0
FKN00GL60602,CAR,3,WRONG PARKING,Kodigehalli,2024-01-02,2024-02-23,HIGH,1500,0
FKN00GL60611,CAR,3,NO PARKING,Malleshwaram,2024-04-05,2024-04-06,HIGH,1500,1
FKN00GL60740,MINI LORRY,3,WRONG PARKING,Shivajinagar,2024-04-06,2024-04-07,HIGH,1500,1
FKN00GL60757,CAR,3,WRONG PARKING,Upparpet,2024-01-14,2024-04-06,HIGH,1500,0
FKN00GL60399,CAR,3,WRONG PARKING,"Vijayanagara, Malleshwaram",2024-02-12,2024-04-06,HIGH,1500,0
FKN00GL132890,SCOOTER,3,NO PARKING,Ashok Nagar,2023-11-13,2024-01-24,HIGH,1500,0
FKN00GL132972,CAR,3,WRONG PARKING,"Thalagattapura, Upparpet",2023-11-16,2024-03-14,HIGH,1500,0
FKN00GL13304,PASSENGER AUTO,3,WRONG PARKING,"Halasuru Gate, Shivajinagar, Magadi Road",2023-11-19,2024-03-08,HIGH,1500,0
FKN00GL133056,SCOOTER,3,NO PARKING,Upparpet,2023-11-16,2023-11-28,HIGH,1500,1
FKN00GL133067,SCOOTER,3,NO PARKING,Shivajinagar,2023-11-16,2023-11-17,HIGH,1500,1
FKN00GL132383,SCOOTER,3,NO PARKING,Jeevanbheemanagar,2023-11-16,2024-01-05,HIGH,1500,0
FKN00GL132400,CAR,3,WRONG PARKING,"Upparpet, Sadashivanagar",2023-11-16,2024-01-12,HIGH,1500,0
FKN00GL60813,CAR,3,NO PARKING,Upparpet,2024-01-13,2024-04-06,HIGH,1500,0
FKN00GL60818,CAR,3,WRONG PARKING,Malleshwaram,2024-04-05,2024-04-06,HIGH,1500,1
FKN00GL6085,CAR,3,WRONG PARKING,Upparpet,2024-01-24,2024-03-28,HIGH,1500,0
FKN00GL60859,CAR,3,WRONG PARKING,Upparpet,2024-02-25,2024-02-25,HIGH,1500,1
FKN00GL60862,MOTOR CYCLE,3,WRONG PARKING,Jeevanbheemanagar,2023-12-05,2024-01-16,HIGH,1500,0
FKN00GL60866,CAR,3,NO PARKING,Jayanagara,2023-11-11,2024-02-24,HIGH,1500,0
FKN00GL60546,CAR,3,NO PARKING,"Cubbon Park, HAL Old Airport, Chikkajala",2023-12-01,2024-04-05,HIGH,1500,0
FKN00GL60583,SCOOTER,3,WRONG PARKING,Hebbala,2024-01-21,2024-02-19,HIGH,1500,1
FKN00GL133176,CAR,3,NO PARKING,Upparpet,2023-12-08,2024-01-06,HIGH,1500,1
FKN00GL60922,CAR,3,NO PARKING,Upparpet,2024-02-24,2024-02-24,HIGH,1500,1
FKN00GL132434,MOTOR CYCLE,3,WRONG PARKING,Shivajinagar,2023-11-17,2024-01-14,HIGH,1500,0
FKN00GL13245,LGV,3,WRONG PARKING,City Market,2023-12-15,2024-03-29,HIGH,1500,0
FKN00GL132476,CAR,3,WRONG PARKING,"Shivajinagar, Upparpet",2023-11-16,2023-12-20,HIGH,1500,0
FKN00GL132484,PASSENGER AUTO,3,NO PARKING,"Rajajinagar, Shivajinagar, Magadi Road",2023-11-16,2023-11-27,HIGH,1500,1
FKN00GL132501,CAR,3,NO PARKING,"Malleshwaram, Sheshadripuram",2023-11-16,2024-01-30,HIGH,1500,0
FKN00GL132762,CAR,3,NO PARKING,Upparpet,2023-11-10,2023-12-12,HIGH,1500,0
FKN00GL132071,SCOOTER,3,WRONG PARKING,Shivajinagar,2023-11-17,2023-11-20,HIGH,1500,1
FKN00GL13209,CAR,3,NO PARKING,"Shivajinagar, Devanahalli Airport, Chikkajala",2023-12-08,2024-03-25,HIGH,1500,0
FKN00GL60949,MOTOR CYCLE,3,WRONG PARKING,Rajajinagar,2023-11-22,2023-12-06,HIGH,1500,1
FKN00GL6096,SCOOTER,3,NO PARKING,Upparpet,2024-02-02,2024-03-11,HIGH,1500,0
FKN00GL60975,GOODS AUTO,3,WRONG PARKING,"City Market, Upparpet",2023-11-13,2024-02-25,HIGH,1500,0
FKN00GL60760,SCOOTER,3,WRONG PARKING,Cubbon Park,2024-02-25,2024-02-25,HIGH,1500,1
FKN00GL60800,CAR,3,NO PARKING,"Chikkajala, Upparpet",2023-12-12,2024-02-25,HIGH,1500,0
FKN00GL13286,MAXI-CAB,3,NO PARKING,Shivajinagar,2024-01-22,2024-01-29,HIGH,1500,1
FKN00GL13287,MAXI-CAB,3,NO PARKING,"Shivajinagar, Chikkajala",2023-12-25,2024-01-31,HIGH,1500,0
FKN00GL13210,MOTOR CYCLE,3,NO PARKING,Rajajinagar,2023-12-17,2024-02-04,HIGH,1500,0
FKN00GL132100,MOTOR CYCLE,3,WRONG PARKING,Shivajinagar,2023-11-16,2023-11-17,HIGH,1500,1
FKN00GL132145,PASSENGER AUTO,3,NO PARKING,"Malleshwaram, Shivajinagar",2023-11-16,2023-12-21,HIGH,1500,0
FKN00GL132165,MOTOR CYCLE,3,NO PARKING,Kodigehalli,2023-11-15,2023-11-16,HIGH,1500,1
FKN00GL132174,PASSENGER AUTO,3,WRONG PARKING,"City Market, Pulikeshinagar(F.Town)",2023-12-08,2024-01-20,HIGH,1500,0
FKN00GL132175,PASSENGER AUTO,3,NO PARKING,"Bellandur, Banaswadi",2023-11-15,2023-12-16,HIGH,1500,1
FKN00GL132207,CAR,3,WRONG PARKING,"Bellandur, Banaswadi",2023-11-13,2024-01-01,HIGH,1500,0
FKN00GL132300,PASSENGER AUTO,3,WRONG PARKING,"Jeevanbheemanagar, Ashok Nagar, Halasuru Gate",2023-11-14,2024-01-06,HIGH,1500,0
FKN00GL132359,SCOOTER,3,NO PARKING,Vijayanagara,2023-12-07,2024-01-01,HIGH,1500,1
FKN00GL131618,CAR,3,WRONG PARKING,"Upparpet, Madiwala",2023-12-08,2024-01-18,HIGH,1500,0
FKN00GL61053,CAR,3,WRONG PARKING,Shivajinagar,2024-02-25,2024-02-25,HIGH,1500,1
FKN00GL61058,CAR,3,NO PARKING,Shivajinagar,2024-02-25,2024-02-25,HIGH,1500,1
FKN00GL61088,PASSENGER AUTO,3,WRONG PARKING,Shivajinagar,2024-02-25,2024-02-25,HIGH,1500,1
FKN00GL61112,GOODS AUTO,3,WRONG PARKING,Electronic City,2024-02-20,2024-04-04,HIGH,1500,0
FKN00GL61142,MOTOR CYCLE,3,WRONG PARKING,"Magadi Road, Vijayanagara",2023-12-03,2024-02-19,HIGH,1500,0
FKN00GL61164,MAXI-CAB,3,NO PARKING,"Chikkajala, HAL Old Airport",2023-12-07,2024-02-24,HIGH,1500,0
FKN00GL131791,SCOOTER,3,NO PARKING,Basavanagudi,2023-11-16,2023-11-17,HIGH,1500,1
FKN00GL131993,MOTOR CYCLE,3,NO PARKING,Vijayanagara,2023-11-16,2023-11-17,HIGH,1500,1
FKN00GL13203,SCOOTER,3,NO PARKING,Magadi Road,2023-12-24,2024-02-04,HIGH,1500,0
FKN00GL132045,SCOOTER,3,WRONG PARKING,Rajajinagar,2023-11-15,2023-11-28,HIGH,1500,1
FKN00GL132056,JEEP,3,NO PARKING,Upparpet,2023-11-15,2023-11-16,HIGH,1500,1
FKN00GL131337,MOTOR CYCLE,3,NO PARKING,Jeevanbheemanagar,2023-12-07,2023-12-19,HIGH,1500,1
FKN00GL131346,MOTOR CYCLE,3,NO PARKING,Shivajinagar,2023-11-25,2024-03-29,HIGH,1500,0
FKN00GL61309,SCOOTER,3,WRONG PARKING,Shivajinagar,2023-12-30,2024-04-06,HIGH,1500,0
FKN00GL61322,CAR,3,WRONG PARKING,"Malleshwaram, Upparpet, High ground",2023-11-11,2024-02-25,HIGH,1500,0
FKN00GL61350,MAXI-CAB,3,WRONG PARKING,Upparpet,2023-12-27,2024-02-25,HIGH,1500,0
FKN00GL61357,PASSENGER AUTO,3,NO PARKING,Malleshwaram,2024-02-25,2024-03-10,HIGH,1500,1
FKN00GL61395,SCOOTER,3,WRONG PARKING,Malleshwaram,2024-04-06,2024-04-06,HIGH,1500,1
FKN00GL6141,MOTOR CYCLE,3,WRONG PARKING,Byatarayanapura,2023-11-28,2024-02-15,HIGH,1500,0
FKN00GL6142,PASSENGER AUTO,3,WRONG PARKING,"Upparpet, V.V.Puram (C.Pet)",2024-02-02,2024-03-10,HIGH,1500,0
FKN00GL6101,SCOOTER,3,NO PARKING,Upparpet,2024-02-02,2024-02-24,HIGH,1500,1
FKN00GL61051,CAR,3,WRONG PARKING,Shivajinagar,2024-02-25,2024-02-25,HIGH,1500,1
FKN00GL131549,SCOOTER,3,NO PARKING,Mico Layout,2023-12-08,2023-12-13,HIGH,1500,1
FKN00GL131568,CAR,3,WRONG PARKING,"City Market, Hulimavu",2023-12-05,2024-01-09,HIGH,1500,0
FKN00GL131004,PASSENGER AUTO,3,NO PARKING,"Halasuru Gate, Chamarajpet",2023-12-08,2023-12-30,HIGH,1500,1
FKN00GL13103,CAR,3,NO PARKING,"Malleshwaram, Upparpet",2024-02-04,2024-02-15,HIGH,1500,1
FKN00GL131046,SCOOTER,3,NO PARKING,Ashok Nagar,2023-12-08,2023-12-27,HIGH,1500,1
FKN00GL61528,SCOOTER,3,NO PARKING,"HSR Layout, Shivajinagar",2024-01-06,2024-04-06,HIGH,1500,0
FKN00GL6157,MOPED,3,NO PARKING,"Rajajinagar, Vijayanagara",2023-12-27,2024-02-02,HIGH,1500,0
FKN00GL61586,PASSENGER AUTO,3,NO PARKING,"Ashok Nagar, Shivajinagar",2023-11-23,2024-02-25,HIGH,1500,0
FKN00GL61612,SCOOTER,3,PARKING IN A MAIN ROAD,Whitefield,2024-02-25,2024-03-02,HIGH,1500,1
FKN00GL61627,LGV,3,WRONG PARKING,"Halasuru Gate, Chamarajpet, City Market",2023-12-19,2024-02-25,HIGH,1500,0
FKN00GL6122,PASSENGER AUTO,3,WRONG PARKING,"Upparpet, Wilson Garden",2023-11-11,2024-03-31,HIGH,1500,0
FKN00GL13165,PASSENGER AUTO,3,WRONG PARKING,"Sheshadripuram, Malleshwaram, Shivajinagar",2024-01-14,2024-02-10,HIGH,1500,1
FKN00GL131654,CAR,3,WRONG PARKING,HSR Layout,2023-11-14,2023-12-14,HIGH,1500,1
FKN00GL131699,CAR,3,WRONG PARKING,Upparpet,2023-11-23,2024-01-21,HIGH,1500,0
FKN00GL131780,SCHOOL VEHICLE,3,NO PARKING,Ashok Nagar,2023-11-16,2023-12-21,HIGH,1500,0
FKN00GL131788,SCOOTER,3,NO PARKING,Basavanagudi,2023-11-16,2023-11-17,HIGH,1500,1
FKN00GL62374,MAXI-CAB,3,WRONG PARKING,Magadi Road,2024-02-23,2024-03-11,HIGH,1500,1
FKN00GL62401,PASSENGER AUTO,3,NO PARKING,"City Market, Upparpet",2023-12-03,2024-03-28,HIGH,1500,0
FKN00GL61651,CAR,3,NO PARKING,Mahadevapura,2024-02-25,2024-02-25,HIGH,1500,1
FKN00GL61694,CAR,3,NO PARKING,Halasuru Gate,2023-12-06,2024-03-03,HIGH,1500,0
FKN00GL6173,MOTOR CYCLE,3,WRONG PARKING,Rajajinagar,2024-02-02,2024-03-05,HIGH,1500,0
FKN00GL61761,LGV,3,WRONG PARKING,HSR Layout,2024-03-09,2024-04-05,HIGH,1500,1
FKN00GL61794,MOTOR CYCLE,3,NO PARKING,Upparpet,2023-12-14,2024-04-06,HIGH,1500,0
FKN00GL61884,MOPED,3,WRONG PARKING,Rajajinagar,2024-02-25,2024-03-30,HIGH,1500,0
FKN00GL61498,PASSENGER AUTO,3,WRONG PARKING,"Shivajinagar, HAL Old Airport",2023-12-13,2024-02-25,HIGH,1500,0
FKN00GL61524,CAR,3,WRONG PARKING,"Magadi Road, Upparpet, Chikkajala",2024-01-08,2024-02-27,HIGH,1500,0
FKN00GL61527,MAXI-CAB,3,WRONG PARKING,Magadi Road,2023-12-19,2024-02-24,HIGH,1500,0
FKN00GL131353,CAR,3,WRONG PARKING,"Pulikeshinagar(F.Town), Shivajinagar",2023-11-15,2023-12-07,HIGH,1500,1
FKN00GL13136,CAR,3,NO PARKING,"Malleshwaram, Kodigehalli, High ground",2023-11-20,2024-03-24,HIGH,1500,0
FKN00GL131414,CAR,3,WRONG PARKING,Basavanagudi,2023-11-16,2023-11-27,HIGH,1500,1
FKN00GL13152,SCOOTER,3,NO PARKING,Shivajinagar,2024-02-23,2024-03-29,HIGH,1500,0
FKN00GL131524,CAR,3,NO PARKING,Pulikeshinagar(F.Town),2023-12-08,2024-01-03,HIGH,1500,1
FKN00GL62600,MOTOR CYCLE,3,NO PARKING,Upparpet,2023-11-17,2024-04-06,HIGH,1500,0
FKN00GL62175,CAR,3,NO PARKING,Upparpet,2023-12-15,2024-02-25,HIGH,1500,0
FKN00GL131048,SCOOTER,3,WRONG PARKING,City Market,2023-12-08,2023-12-09,HIGH,1500,1
FKN00GL131120,PASSENGER AUTO,3,WRONG PARKING,K.R. Pura,2023-11-15,2024-01-19,HIGH,1500,0
FKN00GL131184,MAXI-CAB,3,NO PARKING,"HAL Old Airport, Chikkajala, Malleshwaram",2023-12-08,2023-12-20,HIGH,1500,1
FKN00GL131193,SCOOTER,3,NO PARKING,Upparpet,2023-11-15,2023-12-13,HIGH,1500,1
FKN00GL131257,CAR,3,WRONG PARKING,"High ground, Halasuru Gate, Upparpet",2023-11-15,2024-01-13,HIGH,1500,0
FKN00GL131279,MOTOR CYCLE,3,NO PARKING,Vijayanagara,2023-11-15,2024-01-07,HIGH,1500,0
FKN00GL131298,CAR,3,WRONG PARKING,"Shivajinagar, Upparpet",2023-11-17,2023-11-25,HIGH,1500,1
FKN00GL130742,PASSENGER AUTO,3,NO PARKING,"Halasur, Shivajinagar, City Market",2023-12-06,2024-01-25,HIGH,1500,0
FKN00GL130757,CAR,3,NO PARKING,"Mico Layout, Adugodi",2023-11-15,2023-11-22,HIGH,1500,1
FKN00GL130774,MAXI-CAB,3,NO PARKING,"Shivajinagar, Devanahalli Airport, Chikkajala",2023-12-06,2024-03-09,HIGH,1500,0
FKN00GL6221,MOTOR CYCLE,3,NO PARKING,"Rajajinagar, Vijayanagara",2023-12-06,2024-02-02,HIGH,1500,0
FKN00GL62246,LGV,3,WRONG PARKING,City Market,2023-11-24,2024-02-25,HIGH,1500,0
FKN00GL62273,MOTOR CYCLE,3,WRONG PARKING,"V.V.Puram (C.Pet), City Market",2024-02-23,2024-02-25,HIGH,1500,1
FKN00GL62320,SCOOTER,3,NO PARKING,Adugodi,2024-01-08,2024-02-25,HIGH,1500,0
FKN00GL130828,SCOOTER,3,NO PARKING,Jeevanbheemanagar,2023-12-08,2023-12-24,HIGH,1500,1
FKN00GL130835,MOTOR CYCLE,3,NO PARKING,Jeevanbheemanagar,2023-12-08,2023-12-19,HIGH,1500,1
